trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.7, 'e': 0.32955896107518906}",20,9,-8.062551470323069,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
186,False,"{'a': 0.7, 'e': 0.32758752752368953}",25,16,-29.91065977070565,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
187,False,"{'a': 0.7, 'e': 0.32562788715856034}",20,6,-6.8082617294127985,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
188,False,"{'a': 0.7, 'e': 0.32367996943253668}",20,5,-18.41907696379877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.7, 'e': 0.32174370422037013}",30,20,-57.1954390420013,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
190,False,"{'a': 0.7, 'e': 0.31981902181630384}",20,6,-20.33391072139378,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
191,False,"{'a': 0.7, 'e': 0.31790585293156348}",35,18,-44.10644589618158,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
192,False,"{'a': 0.7, 'e': 0.31600412869186245}",20,10,-28.573991666173445,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
193,False,"{'a': 0.7, 'e': 0.31411378063492296}",20,15,9.129791791122711,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.7, 'e': 0.31223474070801055}",25,6,22.80724513629992,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.7, 'e': 0.31036694126548503}",25,17,-15.391452144897412,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
196,False,"{'a': 0.7, 'e': 0.30851031506636473}",25,17,-28.686899686530623,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'a': 0.7, 'e': 0.30666479527190599}",30,0,-55.36951161169909,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
198,False,"{'a': 0.7, 'e': 0.30483031544319683}",25,16,5.624832419218069,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 0.30300680953876541}",35,14,-38.83618339128937,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 1}",1
200,False,"{'a': 0.7, 'e': 0.30119421191220214}",30,14,-5.0026562281801565,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 0}",1
201,False,"{'a': 0.7, 'e': 0.29939245730979669}",25,16,4.654768702210391,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.7, 'e': 0.29760148086818883}",25,0,-74.15702175439412,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
203,False,"{'a': 0.7, 'e': 0.29582121811203321}",20,5,19.363382918884298,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.7, 'e': 0.29405160495167837}",20,2,1.7141597203912409,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
205,False,"{'a': 0.7, 'e': 0.29229257768085942}",20,15,7.769401585089962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.7, 'e': 0.2905440729744046}",20,12,13.314142675939955,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.7, 'e': 0.28880602788595566}",25,13,23.23176543604516,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.7, 'e': 0.28707837984570167}",25,17,13.343728539082825,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.7, 'e': 0.28536106665812666}",20,12,12.328842247695182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 0.2836540264997704}",25,17,0.08923362045006655,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.7, 'e': 0.28195719791700274}",20,0,-55.845122429998085,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
212,False,"{'a': 0.7, 'e': 0.28027051982381157}",30,3,-28.689020812950467,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
213,False,"{'a': 0.7, 'e': 0.27859393149960326}",30,22,4.040312973565093,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.7, 'e': 0.27692737258701711}",20,12,-19.7838511453737,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
215,False,"{'a': 0.7, 'e': 0.27527078308975234}",25,11,16.428494269377452,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.7, 'e': 0.27362410337040804}",30,10,18.90077633513394,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.7, 'e': 0.27198727414833651}",25,13,-19.578008678355175,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.7, 'e': 0.27036023649750901}",30,18,21.07143673178881,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.7, 'e': 0.26874293184439435}",30,15,22.473861782902382,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.7, 'e': 0.26713530196585034}",20,10,16.45455938227339,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.7, 'e': 0.26553728898702778}",20,3,19.00010039833425,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.7, 'e': 0.26394883537928682}",30,10,16.931774816032984,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.7, 'e': 0.26236988395812599}",30,23,4.475546037463864,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7, 'e': 0.26080037788112365}",20,4,22.224359996424646,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.7, 'e': 0.25924026064589151}",30,16,-33.3014741773882,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
226,False,"{'a': 0.7, 'e': 0.25768947608804055}",30,14,-22.73895566903024,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
227,False,"{'a': 0.7, 'e': 0.25614796837915932}",20,13,15.068724743565445,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7, 'e': 0.25461568202480372}",25,20,10.582541732001559,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.7, 'e': 0.25309256186249957}",25,14,23.937297137562574,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.7, 'e': 0.25157855305975646}",20,6,26.2509947899426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.7, 'e': 0.25007360111209409}",25,3,-5.00587329478634,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.7, 'e': 0.24857765184107966}",20,0,24.34353312477646,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.7, 'e': 0.24709065139237796}",30,18,21.9071462714228,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.7, 'e': 0.24561254623381221}",20,14,9.256544586486642,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.7, 'e': 0.24414328315343711}",20,11,6.921226509477159,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.7, 'e': 0.24268280925762298}",20,6,12.113995369200303,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.7, 'e': 0.24123107196915192}",35,14,21.857137973531245,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.7, 'e': 0.23978801902532471}",30,17,24.34805576014754,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.7, 'e': 0.23835359847607956}",20,14,8.785077585509057,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.7, 'e': 0.23692775868212176}",20,7,5.891652795981297,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7, 'e': 0.23551044831306475}",20,0,-18.357590442694693,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
242,False,"{'a': 0.7, 'e': 0.23410161634558219}",20,7,15.320481443680976,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7, 'e': 0.23270121206157107}",20,13,5.301231476761297,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.7, 'e': 0.23130918504632592}",20,14,2.758385461383422,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.7, 'e': 0.22992548518672384}",20,9,22.6376226972225,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7, 'e': 0.22855006266942049}",30,16,23.87543931239894,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.7, 'e': 0.22718286797905665}",25,6,-22.49345740411565,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 1}",1
248,False,"{'a': 0.7, 'e': 0.22582385189647586}",25,14,-3.788879885011981,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.7, 'e': 0.22447296549695234}",20,0,7.073091166958115,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
250,False,"{'a': 0.7, 'e': 0.22313016014842982}",20,11,16.680873903754826,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.7, 'e': 0.22179538750977074}",20,12,3.410913365671992,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.7, 'e': 0.22046859952901593}",20,0,14.000362086890885,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
253,False,"{'a': 0.7, 'e': 0.2191497484416548}",25,15,-73.77673259085178,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 2}",1
254,False,"{'a': 0.7, 'e': 0.21783878676890578}",20,8,17.597260838036505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.7, 'e': 0.21653566731600707}",25,8,26.874467625987613,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.7, 'e': 0.21524034317051757}",20,0,30.210476745339843,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.7, 'e': 0.21395276770062824}",25,5,-64.62591115194294,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
258,False,"{'a': 0.7, 'e': 0.21267289455348304}",20,6,10.197411687561093,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.7, 'e': 0.21140067765351048}",20,15,9.396996125047735,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.7, 'e': 0.21013607120076472}",20,12,14.195613599454253,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.7, 'e': 0.20887902966927693}",25,3,-16.105168723310847,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
262,False,"{'a': 0.7, 'e': 0.2076295078054162}",35,25,12.444669657908836,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.7, 'e': 0.20638746062626045}",20,12,15.690405244653569,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7, 'e': 0.20515284341797715}",30,22,14.906857801794011,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7, 'e': 0.20392561173421342}",30,15,-3.3652562707626767,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
266,False,"{'a': 0.7, 'e': 0.20270572139449611}",20,13,3.8189928825169654,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.7, 'e': 0.20149312848264125}",30,15,-20.669163445840276,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
268,False,"{'a': 0.7, 'e': 0.20028778934517305}",20,8,-9.039617558804531,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
269,False,"{'a': 0.7, 'e': 0.19908966058975239}",20,13,14.762976713276336,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.7, 'e': 0.19789869908361465}",25,15,-14.263771433320848,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
271,False,"{'a': 0.7, 'e': 0.19671486195201704}",25,14,-12.115403070436379,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.7, 'e': 0.1955381065766949}",30,13,-53.850205930570965,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
273,False,"{'a': 0.7, 'e': 0.19436839059432767}",25,14,-21.22586510332231,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
274,False,"{'a': 0.7, 'e': 0.19320567189501364}",20,16,7.921099105183823,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7, 'e': 0.19204990862075408}",20,6,20.182338078096702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.7, 'e': 0.19090105916394629}",25,14,16.693121995746633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7, 'e': 0.18975908216588572}",20,15,10.182930216669517,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7, 'e': 0.1886239365152772}",30,7,-36.24865097125512,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",1
279,False,"{'a': 0.7, 'e': 0.18749558134675456}",30,19,17.198357470712903,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.7, 'e': 0.18637397603940997}",20,8,6.97769555537013,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.7, 'e': 0.18525908021533122}",25,12,19.01647803143209,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.7, 'e': 0.18415085373814821}",30,12,36.90009659886791,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.7, 'e': 0.18304925671158812}",20,8,10.20313843865867,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.7, 'e': 0.18195424947803895}",25,17,14.89029686995302,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.7, 'e': 0.1808657926171221}",20,14,-12.174675277011929,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.7, 'e': 0.17978384694427296}",25,14,19.583178975493738,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.7, 'e': 0.17870837350933053}",20,6,19.62951875467307,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7, 'e': 0.17763933359513495}",25,15,-3.210783849989266,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.7, 'e': 0.17657668871613388}",30,21,15.138321177624654,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.7, 'e': 0.17552040061699686}",25,7,-47.461567090119004,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
291,False,"{'a': 0.7, 'e': 0.17447043127123832}",30,13,27.94026773070465,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.7, 'e': 0.17342674287984836}",20,10,22.98612403022426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7, 'e': 0.17238929786993218}",20,11,7.580569615162101,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.7, 'e': 0.17135805889335737}",20,16,5.426313013031433,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.7, 'e': 0.17033298882540943}",25,0,11.906629419038262,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
296,False,"{'a': 0.7, 'e': 0.16931405076345518}",20,13,0.7987919461099502,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.7, 'e': 0.16830120802561438}",35,26,17.370206415640848,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7, 'e': 0.16729442414943901}",20,0,16.652126943879427,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
299,False,"{'a': 0.7, 'e': 0.16629366289060088}",25,20,10.787950272322126,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.7, 'e': 0.16529888822158653}",30,21,-22.767557565860137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
301,False,"{'a': 0.7, 'e': 0.16431006433040046}",35,20,15.719274698672347,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
302,False,"{'a': 0.7, 'e': 0.1633271556192758}",30,15,22.86102271521807,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.7, 'e': 0.16235012670339277}",25,18,14.393933523919952,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.7, 'e': 0.16137894240960493}",35,13,-12.740592880036596,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 0}",1
305,False,"{'a': 0.7, 'e': 0.16041356777517274}",25,1,-21.161834824895607,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
306,False,"{'a': 0.7, 'e': 0.15945396804650516}",30,9,28.790573804683337,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.7, 'e': 0.15850010867790831}",35,24,21.52215989653602,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.7, 'e': 0.15755195533034191}",20,8,-2.6334532692922776,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
309,False,"{'a': 0.7, 'e': 0.15660947387018301}",20,1,22.702688691461756,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.7, 'e': 0.15567263036799731}",25,15,12.007881292451426,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.7, 'e': 0.15474139109731749}",20,0,-9.882488456994718,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
312,False,"{'a': 0.7, 'e': 0.15381572253342926}",25,12,11.06351698634983,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.7, 'e': 0.15289559135216438}",25,9,29.05987866662543,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.7, 'e': 0.1519809644287009}",25,0,17.3155847958221,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
315,False,"{'a': 0.7, 'e': 0.15107180883637084}",20,12,-7.634029721834317,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
316,False,"{'a': 0.7, 'e': 0.15016809184547464}",35,20,0.5288974500701928,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
317,False,"{'a': 0.7, 'e': 0.14926978092210305}",20,15,10.65905391749419,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.7, 'e': 0.14837684372696583}",25,1,37.48210947852278,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.7, 'e': 0.14748924811422748}",20,6,12.896070211408578,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.7, 'e': 0.14660696213035015}",35,13,-11.761508859160745,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
321,False,"{'a': 0.7, 'e': 0.14572995401294303}",20,16,9.150875180060947,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.7, 'e': 0.14485819218961926}",20,2,-58.30439870161594,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
323,False,"{'a': 0.7, 'e': 0.14399164527685901}",25,8,27.494023002024523,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.7, 'e': 0.14313028207887982}",20,0,-28.90739991658116,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
325,False,"{'a': 0.7, 'e': 0.14227407158651359}",25,0,-21.573704492704707,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
326,False,"{'a': 0.7, 'e': 0.14142298297609007}",20,5,13.922190655806098,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.7, 'e': 0.1405769856083274}",20,14,11.23167408800318,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.7, 'e': 0.13973604902722894}",25,0,30.24854896005264,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
329,False,"{'a': 0.7, 'e': 0.13890014295898701}",30,6,17.405292729369176,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
330,False,"{'a': 0.7, 'e': 0.13806923731089282}",25,19,11.38140963462577,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.7, 'e': 0.13724330217025332}",20,14,13.41436181104619,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.7, 'e': 0.13642230780331424}",25,8,-23.546102418569657,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.7, 'e': 0.1356062246541897}",20,13,8.854124575565821,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.7, 'e': 0.1347950233437982}",25,14,-4.628117555836955,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
335,False,"{'a': 0.7, 'e': 0.13398867466880493}",35,13,-0.46699737990981527,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
336,False,"{'a': 0.7, 'e': 0.1331871496005706}",20,6,26.257320930726557,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.7, 'e': 0.13239041928410605}",20,13,12.563800279805925,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.7, 'e': 0.13159845503703399}",35,15,-3.7017308729549576,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.7, 'e': 0.13081122834855582}",20,2,11.052831783365962,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
